"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Открываем страницу товара
    Добавляем товар в корзину
    Проверяем, что нет сообщения об успехе с помощью is_disappeared","7000","Тест заранее проваленный","tests.ui","Mon Apr 14 10:36:45 GMT 2025","skipped","Mon Apr 14 10:36:52 GMT 2025","","test_product_page","",""
"Сначала мы заходим переходим со страницы продукта в корзиу, проверем что она пустая, потом возвращаемся к продукту, кладём его в корзину, переходим в корзину и проверяем что корзина не пустая и в нем есть элемент товара.","23147","Тест надписей пустой корзины и не пустой","tests.ui","Mon Apr 14 10:36:56 GMT 2025","passed","Mon Apr 14 10:37:19 GMT 2025","","test_product_page","",""
"","1525","Тест видимости кнопки логин неавторизованного пользователя","tests.ui","Mon Apr 14 10:35:52 GMT 2025","passed","Mon Apr 14 10:35:54 GMT 2025","TestLoginFromMainPage","test_main_page","",""
"Гость видит Кнопку Войти со страницы любого товара","1041","Тест видимости кнопки 'Войти' со страницы любого товара","tests.ui","Mon Apr 14 10:36:53 GMT 2025","passed","Mon Apr 14 10:36:54 GMT 2025","","test_product_page","",""
"Открываем страницу товара 
        Добавляем товар в корзину 
        Проверяем, что нет сообщения об успехе с помощью is_not_element_present","1404","Тест заранее проваленный у авторизованного пользователя","tests.ui","Mon Apr 14 10:36:09 GMT 2025","skipped","Mon Apr 14 10:36:10 GMT 2025","TestUserAddToBasketFromProductPage","test_product_page","",""
"Открываем страницу товара 
    Проверяем, что нет сообщения об успехе с помощью is_not_element_present","20939","Тест отсутствия сообщений о добавлении в корзину при открытии страницы продукта","tests.ui","Mon Apr 14 10:36:24 GMT 2025","passed","Mon Apr 14 10:36:45 GMT 2025","","test_product_page","",""
"","1765","Тест появления сообщений при добавлении товара в корзину","tests.ui","Mon Apr 14 10:36:22 GMT 2025","passed","Mon Apr 14 10:36:24 GMT 2025","","test_product_page","",""
"Гость может нажать кнопку Войти со страницы любого товара","1261","Тест работоспособности кнопки 'Войти' со страницы любого товара","tests.ui","Mon Apr 14 10:36:54 GMT 2025","passed","Mon Apr 14 10:36:56 GMT 2025","","test_product_page","",""
"","1318","Тест видимости формы логина и формы регистрации при переходе неавторизованного пользователя с MainPage на LoginPage","tests.ui","Mon Apr 14 10:35:51 GMT 2025","passed","Mon Apr 14 10:35:52 GMT 2025","TestLoginFromMainPage","test_main_page","",""
"","11327","Тест надписей пустой корзины при переходе в Корзину из MainPage","tests.ui","Mon Apr 14 10:35:54 GMT 2025","passed","Mon Apr 14 10:36:06 GMT 2025","","test_main_page","",""
"Открываем страницу товара 
    Добавляем товар в корзину 
    Проверяем, что нет сообщения об успехе с помощью is_not_element_present","6574","Тест заранее проваленный","tests.ui","Mon Apr 14 10:36:15 GMT 2025","skipped","Mon Apr 14 10:36:21 GMT 2025","","test_product_page","",""
"","2079","Тест добавления товара в корзины авторизованным пользователем","tests.ui","Mon Apr 14 10:36:12 GMT 2025","passed","Mon Apr 14 10:36:15 GMT 2025","TestUserAddToBasketFromProductPage","test_product_page","",""
