"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Гость может нажать кнопку Войти со страницы любого товара","993","Тест работоспособности кнопки 'Войти' со страницы любого товара","tests.ui","Wed Apr 23 14:49:27 GMT 2025","passed","Wed Apr 23 14:49:28 GMT 2025","","test_product_page","",""
"","2215","Тест добавления товара в корзины авторизованным пользователем","tests.ui","Wed Apr 23 14:48:42 GMT 2025","passed","Wed Apr 23 14:48:44 GMT 2025","TestUserAddToBasketFromProductPage","test_product_page","",""
"","11842","Тест надписей пустой корзины при переходе в Корзину из MainPage","tests.ui","Wed Apr 23 14:48:22 GMT 2025","passed","Wed Apr 23 14:48:34 GMT 2025","","test_main_page","",""
"","1557","Тест появления сообщений при добавлении товара в корзину","tests.ui","Wed Apr 23 14:48:53 GMT 2025","passed","Wed Apr 23 14:48:55 GMT 2025","","test_product_page","",""
"","923","Тест видимости кнопки логин неавторизованного пользователя","tests.ui","Wed Apr 23 14:48:20 GMT 2025","passed","Wed Apr 23 14:48:21 GMT 2025","TestLoginFromMainPage","test_main_page","",""
"Гость видит Кнопку Войти со страницы любого товара","872","Тест видимости кнопки 'Войти' со страницы любого товара","tests.ui","Wed Apr 23 14:49:25 GMT 2025","passed","Wed Apr 23 14:49:26 GMT 2025","","test_product_page","",""
"Сначала мы заходим переходим со страницы продукта в корзиу, проверем что она пустая, потом возвращаемся к продукту, кладём его в корзину, переходим в корзину и проверяем что корзина не пустая и в нем есть элемент товара.","24312","Тест надписей пустой корзины и не пустой","tests.ui","Wed Apr 23 14:49:29 GMT 2025","passed","Wed Apr 23 14:49:53 GMT 2025","","test_product_page","",""
"","1505","Тест видимости формы логина и формы регистрации при переходе неавторизованного пользователя с MainPage на LoginPage","tests.ui","Wed Apr 23 14:48:17 GMT 2025","passed","Wed Apr 23 14:48:19 GMT 2025","TestLoginFromMainPage","test_main_page","",""
"Открываем страницу товара 
    Проверяем, что нет сообщения об успехе с помощью is_not_element_present","21729","Тест отсутствия сообщений о добавлении в корзину при открытии страницы продукта","tests.ui","Wed Apr 23 14:48:56 GMT 2025","passed","Wed Apr 23 14:49:17 GMT 2025","","test_product_page","",""
"Открываем страницу товара
    Добавляем товар в корзину
    Проверяем, что нет сообщения об успехе с помощью is_disappeared","5846","Тест заранее проваленный","tests.ui","Wed Apr 23 14:49:18 GMT 2025","skipped","Wed Apr 23 14:49:24 GMT 2025","","test_product_page","",""
"Открываем страницу товара 
        Добавляем товар в корзину 
        Проверяем, что нет сообщения об успехе с помощью is_not_element_present","1308","Тест заранее проваленный у авторизованного пользователя","tests.ui","Wed Apr 23 14:48:38 GMT 2025","skipped","Wed Apr 23 14:48:39 GMT 2025","TestUserAddToBasketFromProductPage","test_product_page","",""
"Открываем страницу товара 
    Добавляем товар в корзину 
    Проверяем, что нет сообщения об успехе с помощью is_not_element_present","6326","Тест заранее проваленный","tests.ui","Wed Apr 23 14:48:45 GMT 2025","skipped","Wed Apr 23 14:48:51 GMT 2025","","test_product_page","",""
