"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Используем метод POST, для регистрации пользователя с username 256 символ","384","Тест регистрации пользователя с username = 256 символ","tests.api","Mon Mar 31 05:19:35 GMT 2025","passed","Mon Mar 31 05:19:36 GMT 2025","","test_api","",""
"Используем метод POST, для регистрации пользователя с username 1 символ","1539","Тест регистрации пользователя с username = 1 символ","tests.api","Mon Mar 31 05:19:34 GMT 2025","passed","Mon Mar 31 05:19:35 GMT 2025","","test_api","",""
"","269","Тест видимости кнопки логин неавторизованного пользователя","tests","Mon Mar 31 05:19:54 GMT 2025","passed","Mon Mar 31 05:19:55 GMT 2025","TestLoginFromMainPage","test_main_page","",""
"Открываем страницу товара
    Добавляем товар в корзину
    Проверяем, что нет сообщения об успехе с помощью is_disappeared","4817","Тест заранее проваленный","tests","Mon Mar 31 05:20:42 GMT 2025","skipped","Mon Mar 31 05:20:47 GMT 2025","","test_product_page","",""
"Гость видит Кнопку Войти со страницы любого товара","299","Тест видимости кнопки 'Войти' со страницы любого товара","tests","Mon Mar 31 05:20:48 GMT 2025","passed","Mon Mar 31 05:20:48 GMT 2025","","test_product_page","",""
"Открываем страницу товара 
    Добавляем товар в корзину 
    Проверяем, что нет сообщения об успехе с помощью is_not_element_present","5456","Тест заранее проваленный","tests","Mon Mar 31 05:20:14 GMT 2025","skipped","Mon Mar 31 05:20:19 GMT 2025","","test_product_page","",""
"Гость может нажать кнопку Войти со страницы любого товара","470","Тест работоспособности кнопки 'Войти' со страницы любого товара","tests","Mon Mar 31 05:20:48 GMT 2025","passed","Mon Mar 31 05:20:49 GMT 2025","","test_product_page","",""
"","1014","Тест появления сообщений при добавлении товара в корзину","tests","Mon Mar 31 05:20:20 GMT 2025","passed","Mon Mar 31 05:20:21 GMT 2025","","test_product_page","",""
"","1976","Тест добавления товара в корзины авторизованным пользователем","tests","Mon Mar 31 05:20:12 GMT 2025","passed","Mon Mar 31 05:20:14 GMT 2025","TestUserAddToBasketFromProductPage","test_product_page","",""
"Открываем страницу товара 
    Проверяем, что нет сообщения об успехе с помощью is_not_element_present","20361","Тест отсутствия сообщений о добавлении в корзину при открытии страницы продукта","tests","Mon Mar 31 05:20:21 GMT 2025","passed","Mon Mar 31 05:20:42 GMT 2025","","test_product_page","",""
"","10438","Тест надписей пустой корзины при переходе в Корзину из MainPage","tests","Mon Mar 31 05:19:55 GMT 2025","passed","Mon Mar 31 05:20:06 GMT 2025","","test_main_page","",""
"Сначала мы заходим переходим со страницы продукта в корзиу, проверем что она пустая, потом возвращаемся к продукту, кладём его в корзину, переходим в корзину и проверяем что корзина не пустая и в нем есть элемент товара.","23299","Тест надписей пустой корзины и не пустой","tests","Mon Mar 31 05:20:49 GMT 2025","passed","Mon Mar 31 05:21:12 GMT 2025","","test_product_page","",""
"","1300","Тест видимости формы логина и формы регистрации при переходе неавторизованного пользователя с MainPage на LoginPage","tests","Mon Mar 31 05:19:53 GMT 2025","passed","Mon Mar 31 05:19:54 GMT 2025","TestLoginFromMainPage","test_main_page","",""
"Используем метод POST, для простой регистрации пользователя","1599","Тест позитивный регистрации пользователя","tests.api","Mon Mar 31 05:19:32 GMT 2025","passed","Mon Mar 31 05:19:34 GMT 2025","","test_api","",""
"Открываем страницу товара 
        Добавляем товар в корзину 
        Проверяем, что нет сообщения об успехе с помощью is_not_element_present","1008","Тест заанее проваленный у авторизованного пользователя","tests","Mon Mar 31 05:20:09 GMT 2025","skipped","Mon Mar 31 05:20:10 GMT 2025","TestUserAddToBasketFromProductPage","test_product_page","",""
