"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Сначала мы заходим переходим со страницы продукта в корзиу, проверем что она пустая, потом возвращаемся к продукту, кладём его в корзину, переходим в корзину и проверяем что корзина не пустая и в нем есть элемент товара.","23034","Тест надписей пустой корзины и не пустой","tests","Tue Mar 25 08:43:42 GMT 2025","passed","Tue Mar 25 08:44:05 GMT 2025","","test_product_page","",""
"","10776","Тест надписей пустой корзины при переходе в Корзину из MainPage","tests","Tue Mar 25 08:42:46 GMT 2025","passed","Tue Mar 25 08:42:57 GMT 2025","","test_main_page","",""
"Открываем страницу товара
    Добавляем товар в корзину
    Проверяем, что нет сообщения об успехе с помощью is_disappeared","4978","Тест заранее проваленный","tests","Tue Mar 25 08:43:34 GMT 2025","skipped","Tue Mar 25 08:43:39 GMT 2025","","test_product_page","",""
"Открываем страницу товара 
    Проверяем, что нет сообщения об успехе с помощью is_not_element_present","20478","Тест отсутствия сообщений о добавлении в корзину при открытии страницы продукта","tests","Tue Mar 25 08:43:13 GMT 2025","passed","Tue Mar 25 08:43:34 GMT 2025","","test_product_page","",""
"Открываем страницу товара 
    Добавляем товар в корзину 
    Проверяем, что нет сообщения об успехе с помощью is_not_element_present","5558","Тест заранее проваленный","tests","Tue Mar 25 08:43:05 GMT 2025","skipped","Tue Mar 25 08:43:11 GMT 2025","","test_product_page","",""
"","1288","Тест видимости формы логина и формы регистрации при переходе неавторизованного пользователя с MainPage на LoginPage","tests","Tue Mar 25 08:42:44 GMT 2025","passed","Tue Mar 25 08:42:45 GMT 2025","TestLoginFromMainPage","test_main_page","",""
"Открываем страницу товара 
        Добавляем товар в корзину 
        Проверяем, что нет сообщения об успехе с помощью is_not_element_present","1018","Тест заанее проваленный у авторизованного пользователя","tests","Tue Mar 25 08:42:59 GMT 2025","skipped","Tue Mar 25 08:43:00 GMT 2025","TestUserAddToBasketFromProductPage","test_product_page","",""
"","1172","Тест появления сообщений при добавлении товара в корзину","tests","Tue Mar 25 08:43:12 GMT 2025","passed","Tue Mar 25 08:43:13 GMT 2025","","test_product_page","",""
"Гость видит Кнопку Войти со страницы любого товара","432","Тест видимости кнопки 'Войти' со страницы любого товара","tests","Tue Mar 25 08:43:40 GMT 2025","passed","Tue Mar 25 08:43:40 GMT 2025","","test_product_page","",""
"","2131","Тест добавления товара в корзины авторизованным пользователем","tests","Tue Mar 25 08:43:03 GMT 2025","passed","Tue Mar 25 08:43:05 GMT 2025","TestUserAddToBasketFromProductPage","test_product_page","",""
"Гость может нажать кнопку Войти со страницы любого товара","719","Тест работоспособности кнопки 'Войти' со страницы любого товара","tests","Tue Mar 25 08:43:40 GMT 2025","passed","Tue Mar 25 08:43:41 GMT 2025","","test_product_page","",""
"","444","Тест видимости кнопки логин неавторизованного пользователя","tests","Tue Mar 25 08:42:45 GMT 2025","passed","Tue Mar 25 08:42:46 GMT 2025","TestLoginFromMainPage","test_main_page","",""
