"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Гость может нажать кнопку Войти со страницы любого товара","1117","Тест работоспособности кнопки 'Войти' со страницы любого товара","tests.ui","Mon Apr 14 07:01:13 GMT 2025","passed","Mon Apr 14 07:01:14 GMT 2025","","test_product_page","",""
"","11202","Тест надписей пустой корзины при переходе в Корзину из MainPage","tests.ui","Mon Apr 14 07:00:14 GMT 2025","passed","Mon Apr 14 07:00:25 GMT 2025","","test_main_page","",""
"Гость видит Кнопку Войти со страницы любого товара","868","Тест видимости кнопки 'Войти' со страницы любого товара","tests.ui","Mon Apr 14 07:01:11 GMT 2025","passed","Mon Apr 14 07:01:12 GMT 2025","","test_product_page","",""
"Открываем страницу товара 
    Добавляем товар в корзину 
    Проверяем, что нет сообщения об успехе с помощью is_not_element_present","5929","Тест заранее проваленный","tests.ui","Mon Apr 14 07:00:35 GMT 2025","skipped","Mon Apr 14 07:00:41 GMT 2025","","test_product_page","",""
"","885","Тест видимости кнопки логин неавторизованного пользователя","tests.ui","Mon Apr 14 07:00:13 GMT 2025","passed","Mon Apr 14 07:00:14 GMT 2025","TestLoginFromMainPage","test_main_page","",""
"","1372","Тест видимости формы логина и формы регистрации при переходе неавторизованного пользователя с MainPage на LoginPage","tests.ui","Mon Apr 14 07:00:11 GMT 2025","passed","Mon Apr 14 07:00:13 GMT 2025","TestLoginFromMainPage","test_main_page","",""
"","1819","Тест появления сообщений при добавлении товара в корзину","tests.ui","Mon Apr 14 07:00:42 GMT 2025","passed","Mon Apr 14 07:00:43 GMT 2025","","test_product_page","",""
"Открываем страницу товара 
        Добавляем товар в корзину 
        Проверяем, что нет сообщения об успехе с помощью is_not_element_present","1684","Тест заранее проваленный у авторизованного пользователя","tests.ui","Mon Apr 14 07:00:28 GMT 2025","skipped","Mon Apr 14 07:00:30 GMT 2025","TestUserAddToBasketFromProductPage","test_product_page","",""
"Открываем страницу товара
    Добавляем товар в корзину
    Проверяем, что нет сообщения об успехе с помощью is_disappeared","5974","Тест заранее проваленный","tests.ui","Mon Apr 14 07:01:05 GMT 2025","skipped","Mon Apr 14 07:01:11 GMT 2025","","test_product_page","",""
"Открываем страницу товара 
    Проверяем, что нет сообщения об успехе с помощью is_not_element_present","20912","Тест отсутствия сообщений о добавлении в корзину при открытии страницы продукта","tests.ui","Mon Apr 14 07:00:44 GMT 2025","passed","Mon Apr 14 07:01:05 GMT 2025","","test_product_page","",""
"Сначала мы заходим переходим со страницы продукта в корзиу, проверем что она пустая, потом возвращаемся к продукту, кладём его в корзину, переходим в корзину и проверяем что корзина не пустая и в нем есть элемент товара.","22900","Тест надписей пустой корзины и не пустой","tests.ui","Mon Apr 14 07:01:14 GMT 2025","passed","Mon Apr 14 07:01:37 GMT 2025","","test_product_page","",""
"","2254","Тест добавления товара в корзины авторизованным пользователем","tests.ui","Mon Apr 14 07:00:33 GMT 2025","passed","Mon Apr 14 07:00:35 GMT 2025","TestUserAddToBasketFromProductPage","test_product_page","",""
