"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10578","Тест надписей пустой корзины при переходе в Корзину из MainPage","tests.ui","Mon Apr 14 07:32:15 GMT 2025","passed","Mon Apr 14 07:32:26 GMT 2025","","test_main_page","",""
"Сначала мы заходим переходим со страницы продукта в корзиу, проверем что она пустая, потом возвращаемся к продукту, кладём его в корзину, переходим в корзину и проверяем что корзина не пустая и в нем есть элемент товара.","23766","Тест надписей пустой корзины и не пустой","tests.ui","Mon Apr 14 07:33:08 GMT 2025","passed","Mon Apr 14 07:33:32 GMT 2025","","test_product_page","",""
"","1452","Тест видимости формы логина и формы регистрации при переходе неавторизованного пользователя с MainPage на LoginPage","tests.ui","Mon Apr 14 07:32:13 GMT 2025","passed","Mon Apr 14 07:32:14 GMT 2025","TestLoginFromMainPage","test_main_page","",""
"Открываем страницу товара 
    Проверяем, что нет сообщения об успехе с помощью is_not_element_present","20347","Тест отсутствия сообщений о добавлении в корзину при открытии страницы продукта","tests.ui","Mon Apr 14 07:32:40 GMT 2025","passed","Mon Apr 14 07:33:01 GMT 2025","","test_product_page","",""
"","922","Тест появления сообщений при добавлении товара в корзину","tests.ui","Mon Apr 14 07:32:39 GMT 2025","passed","Mon Apr 14 07:32:40 GMT 2025","","test_product_page","",""
"Открываем страницу товара 
        Добавляем товар в корзину 
        Проверяем, что нет сообщения об успехе с помощью is_not_element_present","752","Тест заранее проваленный у авторизованного пользователя","tests.ui","Mon Apr 14 07:32:28 GMT 2025","skipped","Mon Apr 14 07:32:28 GMT 2025","TestUserAddToBasketFromProductPage","test_product_page","",""
"Открываем страницу товара
    Добавляем товар в корзину
    Проверяем, что нет сообщения об успехе с помощью is_disappeared","5095","Тест заранее проваленный","tests.ui","Mon Apr 14 07:33:01 GMT 2025","skipped","Mon Apr 14 07:33:06 GMT 2025","","test_product_page","",""
"Гость видит Кнопку Войти со страницы любого товара","500","Тест видимости кнопки 'Войти' со страницы любого товара","tests.ui","Mon Apr 14 07:33:06 GMT 2025","passed","Mon Apr 14 07:33:07 GMT 2025","","test_product_page","",""
"","1816","Тест добавления товара в корзины авторизованным пользователем","tests.ui","Mon Apr 14 07:32:31 GMT 2025","passed","Mon Apr 14 07:32:33 GMT 2025","TestUserAddToBasketFromProductPage","test_product_page","",""
"","238","Тест видимости кнопки логин неавторизованного пользователя","tests.ui","Mon Apr 14 07:32:15 GMT 2025","passed","Mon Apr 14 07:32:15 GMT 2025","TestLoginFromMainPage","test_main_page","",""
"Открываем страницу товара 
    Добавляем товар в корзину 
    Проверяем, что нет сообщения об успехе с помощью is_not_element_present","5417","Тест заранее проваленный","tests.ui","Mon Apr 14 07:32:33 GMT 2025","skipped","Mon Apr 14 07:32:38 GMT 2025","","test_product_page","",""
"Гость может нажать кнопку Войти со страницы любого товара","709","Тест работоспособности кнопки 'Войти' со страницы любого товара","tests.ui","Mon Apr 14 07:33:07 GMT 2025","passed","Mon Apr 14 07:33:08 GMT 2025","","test_product_page","",""
